,TP,FP,TN,FN,Precision,Accuracy,Recall,F1_score,FPR,Specificity
0,400,44,543,181,0.9009009009009009,0.8073630136986302,0.6884681583476764,0.7804878048780489,0.07495741056218058,0.9250425894378194
