,TP,FP,TN,FN,Precision,Accuracy,Recall,F1_score,FPR,Specificity
0,473,81,506,108,0.8537906137184116,0.8381849315068494,0.8141135972461274,0.8334801762114539,0.13798977853492334,0.8620102214650767
