,TP,FP,TN,FN,Precision,Accuracy,Recall,F1_score,FPR,Specificity
0,458,108,479,123,0.8091872791519434,0.8022260273972602,0.7882960413080895,0.7986050566695728,0.1839863713798978,0.8160136286201022
