,TP,FP,TN,FN,Precision,Accuracy,Recall,F1_score,FPR,Specificity
0,522,185,402,59,0.7383309759547383,0.791095890410959,0.8984509466437177,0.8105590062111802,0.3151618398637138,0.6848381601362862
