,TP,FP,TN,FN,Precision,Accuracy,Recall,F1_score,FPR,Specificity
0,392,52,535,189,0.8828828828828829,0.7936643835616438,0.6746987951807228,0.7648780487804879,0.08858603066439523,0.9114139693356048
