,TP,FP,TN,FN,Precision,Accuracy,Recall,F1_score,FPR,Specificity
0,522,61,526,59,0.8953687821612349,0.8972602739726028,0.8984509466437177,0.8969072164948453,0.10391822827938671,0.8960817717206133
