,TP,FP,TN,FN,Precision,Accuracy,Recall,F1_score,FPR,Specificity
0,525,65,522,56,0.8898305084745762,0.896404109589041,0.9036144578313253,0.8966695132365499,0.11073253833049404,0.889267461669506
