,TP,FP,TN,FN,Precision,Accuracy,Recall,F1_score,FPR,Specificity
0,522,63,524,59,0.8923076923076924,0.8955479452054794,0.8984509466437177,0.895368782161235,0.10732538330494037,0.8926746166950597
