,TP,FP,TN,FN,Precision,Accuracy,Recall,F1_score,FPR,Specificity
0,522,68,519,59,0.8847457627118644,0.8912671232876712,0.8984509466437177,0.891545687446627,0.11584327086882454,0.8841567291311755
