,TP,FP,TN,FN,Precision,Accuracy,Recall,F1_score,FPR,Specificity
0,139,16,129,8,0.896774193548387,0.9178082191780822,0.9455782312925171,0.9205298013245032,0.1103448275862069,0.8896551724137931
