,TP,FP,TN,FN,Precision,Accuracy,Recall,F1_score,FPR,Specificity
0,139,14,131,8,0.9084967320261438,0.9246575342465754,0.9455782312925171,0.9266666666666667,0.09655172413793103,0.903448275862069
