,TP,FP,TN,FN,Precision,Accuracy,Recall,F1_score,FPR,Specificity
0,509,60,527,72,0.8945518453427065,0.886986301369863,0.8760757314974182,0.8852173913043477,0.10221465076660988,0.8977853492333902
