,TP,FP,TN,FN,Precision,Accuracy,Recall,F1_score,FPR,Specificity
0,475,92,495,106,0.8377425044091711,0.8304794520547946,0.8175559380378657,0.8275261324041812,0.1567291311754685,0.8432708688245315
