,TP,FP,TN,FN,Precision,Accuracy,Recall,F1_score,FPR,Specificity
0,523,68,519,58,0.8849407783417935,0.8921232876712328,0.9001721170395869,0.8924914675767918,0.11584327086882454,0.8841567291311755
