,TP,FP,TN,FN,Precision,Accuracy,Recall,F1_score,FPR,Specificity
0,522,67,520,59,0.8862478777589134,0.8921232876712328,0.8984509466437177,0.8923076923076924,0.1141396933560477,0.8858603066439523
