,TP,FP,TN,FN,Precision,Accuracy,Recall,F1_score,FPR,Specificity
0,520,68,519,61,0.8843537414965986,0.889554794520548,0.8950086058519794,0.8896492728828058,0.11584327086882454,0.8841567291311755
