,TP,FP,TN,FN,Precision,Accuracy,Recall,F1_score,FPR,Specificity
0,519,66,521,62,0.8871794871794871,0.8904109589041096,0.8932874354561101,0.8902229845626071,0.11243611584327087,0.8875638841567292
