,TP,FP,TN,FN,Precision,Accuracy,Recall,F1_score,FPR,Specificity
0,522,66,521,59,0.8877551020408163,0.8929794520547946,0.8984509466437177,0.8930710008554319,0.11243611584327087,0.8875638841567292
