,TP,FP,TN,FN,Precision,Accuracy,Recall,F1_score,FPR,Specificity
0,523,65,522,58,0.8894557823129252,0.8946917808219178,0.9001721170395869,0.894781864841745,0.11073253833049404,0.889267461669506
