,TP,FP,TN,FN,Precision,Accuracy,Recall,F1_score,FPR,Specificity
0,523,61,526,58,0.8955479452054794,0.8981164383561644,0.9001721170395869,0.897854077253219,0.10391822827938671,0.8960817717206133
