,TP,FP,TN,FN,Precision,Accuracy,Recall,F1_score,FPR,Specificity
0,139,15,130,8,0.9025974025974026,0.9212328767123288,0.9455782312925171,0.9235880398671097,0.10344827586206896,0.896551724137931
