,TP,FP,TN,FN,Precision,Accuracy,Recall,F1_score,FPR,Specificity
0,521,83,504,60,0.8625827814569537,0.877568493150685,0.8967297762478486,0.8793248945147679,0.141396933560477,0.858603066439523
