,TP,FP,TN,FN,Precision,Accuracy,Recall,F1_score,FPR,Specificity
0,522,65,522,59,0.889267461669506,0.8938356164383562,0.8984509466437177,0.8938356164383562,0.11073253833049404,0.889267461669506
