,TP,FP,TN,FN,Precision,Accuracy,Recall,F1_score,FPR,Specificity
0,507,72,515,74,0.8756476683937824,0.875,0.8726333907056799,0.8741379310344829,0.12265758091993186,0.8773424190800682
