,TP,FP,TN,FN,Precision,Accuracy,Recall,F1_score,FPR,Specificity
0,519,59,528,62,0.8979238754325259,0.896404109589041,0.8932874354561101,0.8955996548748921,0.10051107325383304,0.899488926746167
